REGION,JOB_TITLE,SALARY,LOAN_AMOUNT,PERIOD,TARGET
Питер,Бухгалтер,89450,1674704,12,0
Питер,Экономист,75614,1924040,12,0
Казань,Программист,137245,1369960,48,1
Питер,Программист,89450,192540,72,1
Казань,Бухгалтер,157495,303356,48,1
Казань,Программист,137245,912844,108,1
Москва,Экономист,157495,1176032,48,1
Казань,Экономист,75614,1314552,108,1
Казань,Экономист,89450,1106772,96,1
Казань,Программист,137245,511136,60,1
Казань,Бухгалтер,137245,982104,60,1
Питер,Программист,189242,995956,12,0
Казань,Бухгалтер,157495,192540,60,1
Москва,Бухгалтер,112309,649656,108,1
Казань,Программист,189242,995956,36,1
Питер,Бухгалтер,89450,289504,60,1
Казань,Программист,210561,926696,36,1
Питер,Экономист,157495,1369960,108,1
Казань,Экономист,112309,691212,72,1
Питер,Бухгалтер,75614,594248,48,1
Москва,Бухгалтер,157495,635804,12,0
Питер,Экономист,210561,774324,24,1
Казань,Бухгалтер,112309,1633148,84,1
Москва,Программист,112309,1314552,36,0
Москва,Программист,75614,1951744,84,0
Питер,Программист,96231,1827076,96,1
Казань,Бухгалтер,89450,1176032,36,0
Питер,Программист,210561,247948,60,1
Казань,Экономист,89450,538840,48,1
Питер,Бухгалтер,137245,344912,12,1
Казань,Бухгалтер,96231,1882484,24,0
Питер,Бухгалтер,210561,746620,108,1
Питер,Бухгалтер,137245,1550036,96,1
Питер,Бухгалтер,157495,1757816,108,1
Москва,Программист,75614,275652,108,1
Питер,Экономист,96231,621952,96,1
Москва,Экономист,112309,1189884,108,1
Москва,Программист,157495,469580,84,1
Казань,Программист,96231,1494628,96,1
Питер,Экономист,210561,414172,96,1
Питер,Бухгалтер,137245,1189884,108,1
Казань,Экономист,112309,1176032,60,1
Питер,Экономист,96231,1882484,24,0
Питер,Бухгалтер,210561,1896336,12,0
Питер,Экономист,96231,940548,72,1
Питер,Программист,89450,428024,36,1
Казань,Программист,112309,1328404,84,1
Казань,Программист,137245,1647000,48,1
Питер,Бухгалтер,137245,663508,24,1
Москва,Бухгалтер,96231,1231440,72,1
Питер,Программист,137245,995956,96,1
Москва,Бухгалтер,89450,1300700,60,1
Питер,Бухгалтер,89450,1148328,84,1
Питер,Экономист,137245,774324,24,1
Питер,Экономист,96231,1619296,84,1
Казань,Экономист,189242,1134476,84,1
Питер,Бухгалтер,137245,774324,60,1
Казань,Программист,157495,331060,84,1
Питер,Бухгалтер,137245,1965596,84,1
Казань,Экономист,112309,663508,108,1
Москва,Программист,137245,511136,84,1
Москва,Экономист,75614,1037512,48,1
Москва,Экономист,89450,1425368,24,0
Питер,Бухгалтер,210561,1383812,108,1
Питер,Экономист,210561,1051364,96,1
Москва,Бухгалтер,210561,1716260,72,1
Питер,Экономист,210561,1688556,108,1
Питер,Бухгалтер,75614,1162180,72,1
Москва,Бухгалтер,157495,1120624,72,1
Москва,Экономист,137245,1023660,12,0
Казань,Программист,137245,1868632,24,0
Питер,Программист,137245,954400,72,1
Питер,Экономист,96231,247948,24,1
Казань,Экономист,137245,1799372,108,1
Питер,Экономист,112309,1314552,48,1
Москва,Бухгалтер,137245,580396,24,1
Москва,Программист,157495,234096,108,1
Москва,Программист,210561,234096,84,1
Казань,Экономист,89450,1965596,48,0
Питер,Программист,210561,1951744,108,1
Питер,Экономист,157495,1217588,24,0
Москва,Бухгалтер,96231,1356108,36,0
Питер,Экономист,75614,1591592,48,0
Питер,Бухгалтер,112309,1383812,36,0
Питер,Бухгалтер,89450,1369960,36,0
Москва,Экономист,96231,1633148,96,1
Казань,Экономист,89450,608100,72,1
Питер,Бухгалтер,189242,635804,36,1
Москва,Экономист,89450,746620,12,0
Москва,Экономист,137245,1231440,60,1
Москва,Бухгалтер,210561,1356108,48,1
Казань,Экономист,75614,1605444,12,0
Москва,Экономист,89450,1730112,36,0
Питер,Бухгалтер,75614,1009808,12,0
Казань,Экономист,112309,234096,36,1
Москва,Экономист,112309,815880,24,0
Казань,Экономист,157495,1065216,36,1
Питер,Программист,137245,483432,48,1
Москва,Бухгалтер,157495,247948,108,1
Москва,Программист,210561,1037512,24,1
Питер,Экономист,157495,428024,96,1
Казань,Экономист,89450,1730112,12,0
Москва,Экономист,75614,1480776,96,1
Москва,Бухгалтер,157495,1272996,108,1
Питер,Экономист,210561,1259144,108,1
Казань,Программист,112309,317208,84,1
Москва,Экономист,89450,1411516,24,0
Казань,Экономист,75614,608100,48,1
Казань,Бухгалтер,112309,1272996,24,0
Питер,Бухгалтер,157495,1439220,24,0
Казань,Бухгалтер,137245,1480776,36,1
Питер,Экономист,75614,1536184,60,0
Питер,Бухгалтер,137245,760472,72,1
Москва,Экономист,89450,1896336,84,1
Казань,Бухгалтер,210561,261800,84,1
Москва,Бухгалтер,89450,1079068,12,0
Москва,Бухгалтер,75614,331060,36,1
Москва,Экономист,89450,705064,36,1
Казань,Бухгалтер,137245,1647000,12,0
Москва,Бухгалтер,137245,428024,72,1
Питер,Бухгалтер,157495,1536184,36,1
Казань,Программист,96231,455728,84,1
Москва,Программист,89450,663508,72,1
Казань,Экономист,189242,358764,96,1
Питер,Бухгалтер,189242,1023660,36,1
Питер,Бухгалтер,157495,1619296,84,1
Питер,Бухгалтер,89450,843584,84,1
Казань,Бухгалтер,96231,788176,84,1
Москва,Экономист,96231,718916,84,1
Казань,Программист,189242,1245292,36,1
Москва,Бухгалтер,189242,1342256,48,1
Казань,Экономист,112309,705064,96,1
Казань,Программист,96231,1300700,96,1
Москва,Экономист,96231,1342256,60,1
Казань,Бухгалтер,189242,1743964,60,1
Москва,Программист,112309,594248,24,1
Москва,Экономист,157495,1813224,12,0
Казань,Экономист,75614,677360,48,1
Москва,Бухгалтер,112309,1771668,36,0
Казань,Бухгалтер,96231,1286848,96,1
Москва,Бухгалтер,210561,940548,24,1
Казань,Бухгалтер,96231,580396,84,1
Питер,Программист,157495,1397664,48,1
Москва,Экономист,210561,524988,12,1
Питер,Бухгалтер,189242,358764,84,1
Москва,Экономист,96231,1466924,108,1
Питер,Экономист,137245,1868632,24,0
Питер,Бухгалтер,189242,511136,60,1
Питер,Экономист,75614,1896336,36,0
Москва,Экономист,112309,1840928,84,1
Москва,Бухгалтер,112309,1037512,72,1
Москва,Программист,189242,995956,36,1
Москва,Бухгалтер,157495,1203736,24,0
Казань,Экономист,89450,206392,72,1
Москва,Экономист,96231,898992,12,0
Казань,Бухгалтер,112309,1439220,48,1
Питер,Экономист,157495,275652,60,1
Питер,Экономист,96231,1868632,84,1
Питер,Программист,112309,649656,24,1
Питер,Программист,189242,261800,60,1
Казань,Бухгалтер,157495,1577740,108,1
Питер,Экономист,137245,275652,24,1
Питер,Бухгалтер,89450,234096,72,1
Питер,Экономист,96231,275652,84,1
Казань,Экономист,89450,1896336,60,0
Питер,Экономист,210561,1494628,60,1
Москва,Программист,96231,1092920,96,1
Питер,Программист,210561,1910188,84,1
Казань,Бухгалтер,89450,1840928,84,1
Москва,Экономист,89450,1591592,84,1
Москва,Бухгалтер,137245,1134476,60,1
Казань,Программист,89450,1009808,84,1
Казань,Бухгалтер,96231,788176,108,1
Питер,Бухгалтер,189242,1813224,24,0
Москва,Программист,189242,912844,72,1
Москва,Экономист,157495,815880,108,1
Питер,Бухгалтер,75614,1633148,108,1
Москва,Программист,89450,1369960,96,1
Питер,Экономист,210561,386468,96,1
