REGION,JOB_TITLE,SALARY,LOAN_AMOUNT,PERIOD
Казань,Бухгалтер,137245,1466924,108
Казань,Программист,89450,1272996,72
Питер,Бухгалтер,210561,677360,60
Москва,Программист,75614,1425368,96
Москва,Программист,112309,1466924,24
Казань,Бухгалтер,75614,1079068,48
Казань,Программист,157495,774324,48
Москва,Экономист,157495,829732,108
Казань,Бухгалтер,210561,732768,84
Питер,Экономист,75614,912844,36
Москва,Экономист,137245,1425368,48
Москва,Экономист,189242,552692,12
Казань,Бухгалтер,112309,234096,84
Казань,Экономист,89450,1757816,96
Казань,Экономист,189242,871288,24
Москва,Экономист,189242,1757816,84
Москва,Экономист,137245,1757816,84
Казань,Программист,157495,1910188,24
Казань,Программист,210561,843584,60
Питер,Бухгалтер,189242,1937892,24
Москва,Бухгалтер,75614,1231440,60
Питер,Бухгалтер,112309,303356,84
Москва,Бухгалтер,112309,1009808,12
Москва,Программист,75614,1951744,108
Питер,Экономист,137245,705064,24
Москва,Программист,137245,649656,72
Москва,Программист,75614,1120624,84
Москва,Бухгалтер,137245,1037512,108
Казань,Бухгалтер,137245,1854780,84
Москва,Экономист,112309,1647000,84
Москва,Экономист,75614,1037512,72
Питер,Экономист,189242,192540,72
Казань,Программист,75614,1383812,36
Питер,Бухгалтер,89450,234096,36
Москва,Экономист,210561,1979448,36
Питер,Экономист,75614,1910188,96
Казань,Программист,137245,1480776,108
Казань,Бухгалтер,89450,1439220,108
Казань,Программист,75614,1965596,12
Москва,Экономист,75614,1522332,60
Москва,Экономист,210561,469580,12
Казань,Экономист,210561,1231440,96
Москва,Экономист,137245,317208,12
Казань,Бухгалтер,96231,1203736,108
Питер,Бухгалтер,210561,1369960,36
Москва,Экономист,112309,774324,24
Казань,Экономист,96231,1979448,48
Питер,Экономист,189242,1702408,108
Питер,Бухгалтер,137245,718916,48
Питер,Экономист,75614,428024,24
Казань,Бухгалтер,89450,192540,72
Москва,Экономист,137245,1051364,96
Казань,Программист,210561,1688556,36
Питер,Экономист,112309,1425368,12
Москва,Программист,210561,1176032,72
Питер,Бухгалтер,189242,760472,24
Москва,Экономист,189242,1785520,84
Москва,Бухгалтер,96231,1065216,72
Казань,Экономист,112309,247948,48
Питер,Экономист,75614,1674704,96
Казань,Бухгалтер,157495,1508480,108
Питер,Бухгалтер,96231,220244,36
Москва,Программист,157495,1411516,12
Питер,Экономист,189242,926696,24
Казань,Бухгалтер,75614,261800,72
Казань,Экономист,210561,1245292,12
Казань,Экономист,75614,1924040,84
Казань,Программист,137245,1743964,60
Москва,Бухгалтер,89450,1591592,48
Москва,Программист,157495,1910188,24
Казань,Программист,157495,1813224,12
Казань,Бухгалтер,89450,788176,12
Казань,Программист,112309,1799372,60
Москва,Бухгалтер,75614,1896336,60
Питер,Бухгалтер,96231,829732,48
Москва,Бухгалтер,112309,1079068,48
Казань,Экономист,189242,455728,84
Казань,Бухгалтер,189242,691212,84
Москва,Бухгалтер,112309,843584,12
Питер,Программист,112309,552692,72
Питер,Экономист,210561,1688556,96
Москва,Экономист,89450,1397664,108
Казань,Программист,210561,802028,48
Казань,Бухгалтер,89450,469580,108
Москва,Бухгалтер,137245,469580,96
Питер,Экономист,96231,1203736,60
Питер,Программист,189242,1300700,72
Питер,Экономист,157495,386468,96
Казань,Экономист,112309,1051364,24
Москва,Экономист,210561,926696,108
Казань,Экономист,96231,1480776,84
Питер,Экономист,157495,1453072,108
Казань,Экономист,210561,1203736,108
Казань,Программист,75614,718916,36
Питер,Бухгалтер,157495,1854780,108
Казань,Экономист,89450,1272996,72
Казань,Бухгалтер,157495,1176032,108
Москва,Экономист,157495,982104,60
Москва,Экономист,96231,608100,48
Питер,Программист,210561,1203736,96
Казань,Бухгалтер,112309,1536184,84
Казань,Бухгалтер,210561,1674704,108
Питер,Экономист,189242,206392,24
Питер,Экономист,96231,331060,12
Питер,Бухгалтер,96231,912844,24
Москва,Программист,75614,1217588,12
Москва,Программист,189242,1162180,72
Питер,Программист,112309,414172,96
Москва,Бухгалтер,96231,649656,24
Казань,Бухгалтер,210561,912844,72
Казань,Бухгалтер,210561,940548,12
Москва,Бухгалтер,157495,1757816,84
Питер,Экономист,210561,1037512,72
Москва,Бухгалтер,157495,1065216,72
Москва,Бухгалтер,89450,192540,108
Казань,Экономист,112309,247948,48
Питер,Экономист,75614,857436,36
Питер,Экономист,75614,815880,48
Казань,Экономист,189242,1439220,96
Питер,Программист,137245,1203736,72
Москва,Программист,157495,372616,72
Питер,Бухгалтер,210561,234096,48
Москва,Бухгалтер,112309,1411516,84
Казань,Экономист,189242,746620,12
Москва,Бухгалтер,112309,1245292,48
Москва,Бухгалтер,75614,1633148,84
Казань,Бухгалтер,75614,677360,108
Казань,Бухгалтер,112309,705064,36
Москва,Бухгалтер,96231,566544,48
Казань,Бухгалтер,112309,1397664,96
Казань,Экономист,189242,1882484,60
Казань,Программист,75614,1647000,84
Москва,Программист,137245,1522332,24
Казань,Программист,96231,358764,108
Питер,Программист,189242,1079068,36
Казань,Бухгалтер,210561,1439220,108
Москва,Бухгалтер,89450,1743964,108
Москва,Программист,112309,760472,48
Питер,Бухгалтер,157495,1286848,12
Питер,Бухгалтер,137245,511136,60
